Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,G+A,CrdR,PrgC,SoT%,KP,Touches
720,Mahamadou Diawara,fr FRA,MF,Le Havre,fr Ligue 1,19.0,2005.0,15,6,582,0,1,1,0,9,14.3,7,321
721,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,19.0,2005.0,2,0,16,0,0,0,0,1,29.907323340471095,0,9
722,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,24.0,1999.0,31,16,1385,4,2,6,0,39,53.6,23,833
723,Daniel Díaz,es ESP,MF,Real Sociedad,es La Liga,18.0,2006.0,1,0,10,0,0,0,0,0,29.907323340471095,0,6
724,Luis Díaz,co COL,FW,Liverpool,eng Premier League,27.0,1997.0,36,28,2399,13,5,18,0,108,42.3,56,1184
725,Pedro Díaz,es ESP,MF,Rayo Vallecano,es La Liga,26.0,1998.0,26,12,1211,3,0,3,0,27,22.6,26,707
726,Tyler Dibling,eng ENG,"FW,MF",Southampton,eng Premier League,18.0,2006.0,33,20,1874,2,0,2,0,69,32.1,20,868
727,Diego,es ESP,FW,Leganés,es La Liga,24.0,2000.0,28,13,1195,3,0,3,0,9,31.0,6,322
728,Justin Diehl,de GER,"FW,DF",Stuttgart,de Bundesliga,19.0,2004.0,6,0,104,1,0,1,0,5,14.3,1,84
729,Bamba Dieng,sn SEN,FW,Angers,fr Ligue 1,24.0,2000.0,18,5,532,3,0,3,0,6,46.2,1,157
730,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,30.0,1994.0,21,16,1463,2,1,3,0,12,55.6,3,1591
731,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,31.0,1993.0,32,28,2351,0,4,4,0,23,23.1,36,1527
732,Kembo Diliwidi,fr FRA,DF,Lens,fr Ligue 1,18.0,2006.0,1,0,4,0,0,0,0,0,29.907323340471095,0,4
733,Federico Dimarco,it ITA,"DF,FW",Inter,it Serie A,26.0,1997.0,32,28,2140,4,7,11,0,47,36.4,48,1475
734,Stole Dimitrievski,mk MKD,GK,Valencia,es La Liga,30.0,1993.0,4,4,360,0,0,0,0,0,29.907323340471095,0,143
735,Junior Dina Ebimbe,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,23.0,2000.0,7,3,293,0,1,1,0,5,0.0,3,161
736,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,22.0,2001.0,23,13,1196,0,3,3,0,33,21.4,23,552
737,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,23.0,2001.0,23,22,1945,3,2,5,0,8,44.4,4,1223
738,Yan Diomandé,ci CIV,"MF,FW",Leganés,es La Liga,17.0,2006.0,10,6,545,2,1,3,0,37,27.3,14,309
739,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,31.0,1992.0,1,0,21,0,0,0,0,0,29.907323340471095,0,6
740,Issa Diop,fr FRA,DF,Fulham,eng Premier League,27.0,1997.0,21,15,1339,0,0,0,0,6,40.0,3,903
741,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,19.0,2005.0,2,0,4,0,0,0,0,0,29.907323340471095,0,6
742,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,24.0,2000.0,28,8,1064,6,4,10,0,26,50.0,24,714
743,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,21.0,2003.0,34,27,2225,1,2,3,0,82,12.5,33,1367
744,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,24.0,1999.0,34,34,3060,0,0,0,0,0,100.0,0,1324
745,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,26.0,1997.0,17,7,663,0,0,0,0,1,66.7,2,431
746,Axel Disasi,fr FRA,DF,Aston Villa,eng Premier League,26.0,1998.0,7,5,490,0,0,0,0,10,0.0,3,334
747,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,26.0,1998.0,6,4,364,1,0,1,0,6,50.0,2,323
748,Roman Dixon,eng ENG,DF,Everton,eng Premier League,19.0,2004.0,1,1,90,0,0,0,0,0,29.907323340471095,0,36
749,Álvaro djaló,es ESP,FW,Athletic Club,es La Liga,24.0,1999.0,17,7,659,1,0,1,0,22,20.0,4,230
750,Djené,tg TOG,"DF,MF",Getafe,es La Liga,32.0,1991.0,31,31,2548,0,0,0,1,18,0.0,9,1164
751,Nasser Djiga,bf BFA,DF,Wolves,eng Premier League,21.0,2002.0,5,1,66,0,0,0,0,0,29.907323340471095,0,58
752,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,31.0,1993.0,34,32,2640,1,2,3,0,32,20.0,11,2023
753,Marko Dmitrović,rs SRB,GK,Leganés,es La Liga,32.0,1992.0,32,32,2880,0,0,0,0,0,29.907323340471095,1,1145
754,Ritsu Doan,jp JPN,"FW,MF",Freiburg,de Bundesliga,26.0,1998.0,34,33,2862,10,7,17,0,64,34.4,27,1537
755,Dodô,br BRA,DF,Fiorentina,it Serie A,25.0,1998.0,34,34,3025,0,4,4,0,143,20.0,36,2083
756,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,26.0,1998.0,34,34,3060,1,1,2,0,13,12.5,13,1654
757,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,32.0,1992.0,30,25,2109,2,1,3,0,29,30.0,12,1534
758,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,22.0,2002.0,29,16,1516,3,6,9,0,213,31.0,32,1027
759,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,18.0,2006.0,10,3,303,0,0,0,0,1,25.0,5,84
760,Álex Domínguez,es ESP,GK,Toulouse,fr Ligue 1,26.0,1998.0,1,0,19,0,0,0,0,0,29.907323340471095,0,11
761,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,20.0,2003.0,24,16,1281,3,2,5,0,50,56.7,10,555
762,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,23.0,2001.0,19,13,1181,0,0,0,0,15,33.3,2,1116
763,Israel Domínguez,es ESP,FW,Sevilla,es La Liga,21.0,2003.0,1,0,18,0,0,0,0,0,29.907323340471095,0,2
764,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,26.0,1998.0,34,23,1963,0,1,1,0,16,42.9,13,1218
765,Sergi Dominguez,es ESP,DF,Barcelona,es La Liga,19.0,2005.0,3,2,172,0,0,0,0,0,29.907323340471095,0,191
766,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,25.0,1999.0,24,24,2091,0,0,0,0,0,29.907323340471095,0,677
767,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,19.0,2004.0,12,10,842,0,0,0,1,41,20.0,12,602
768,Patrick Dorgu,dk DEN,"DF,FW",Lecce,it Serie A,19.0,2004.0,21,21,1840,3,1,4,1,68,27.8,19,1011
769,Alfie Dorrington,eng ENG,DF,Tottenham,eng Premier League,19.0,2005.0,1,0,14,0,0,0,0,0,29.907323340471095,0,16
770,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,26.0,1998.0,1,0,32,0,0,0,0,1,29.907323340471095,0,29
771,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,26.0,1998.0,22,19,1335,2,2,4,1,13,33.3,13,798
772,Alberto Dossena,it ITA,DF,Como,it Serie A,25.0,1998.0,23,20,1825,0,2,2,1,4,25.0,5,1220
773,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,31.0,1993.0,33,31,2564,3,2,5,1,42,29.0,28,1161
774,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,24.0,2000.0,13,4,452,0,0,0,0,2,0.0,1,263
775,Sékou Doucoure,fr FRA,DF,Nantes,fr Ligue 1,19.0,2005.0,2,0,12,0,0,0,0,0,29.907323340471095,0,8
776,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,19.0,2005.0,31,18,1730,6,6,12,0,97,36.4,55,1461
777,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,21.0,2002.0,32,30,2717,1,2,3,0,51,33.3,11,2421
778,Douglas,br BRA,MF,Nantes,fr Ligue 1,27.0,1997.0,28,28,2307,4,2,6,0,14,38.9,15,1478
779,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,21.0,2003.0,31,31,2639,1,1,2,0,20,33.3,11,1944
780,Issa Doumbia,it ITA,MF,Venezia,it Serie A,20.0,2003.0,24,10,939,0,0,0,0,12,31.3,3,401
781,Kamory Doumbia,ml MLI,"MF,FW",Brest,fr Ligue 1,21.0,2003.0,30,13,1322,3,2,5,0,17,45.5,26,895
782,Amidou Doumbouya,fr FRA,DF,Nice,fr Ligue 1,16.0,2007.0,2,0,46,0,0,0,0,1,29.907323340471095,0,31
783,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,24.0,1999.0,13,6,580,2,2,4,0,8,35.7,9,182
784,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,24.0,1999.0,20,6,700,3,1,4,0,6,52.9,3,192
785,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,27.0,1997.0,32,27,2418,12,2,14,0,24,41.0,25,654
786,Flynn Downes,eng ENG,MF,Southampton,eng Premier League,25.0,1999.0,27,25,2151,1,0,1,0,29,30.0,15,1339
787,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,22.0,2001.0,24,3,488,0,1,1,0,6,22.2,7,463
788,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,22.0,2002.0,16,14,1252,0,0,0,0,7,20.0,4,961
789,Patrick Drewes,de GER,GK,Bochum,de Bundesliga,31.0,1993.0,21,21,1890,0,0,0,0,0,29.907323340471095,0,913
790,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,19.0,2005.0,8,5,357,0,0,0,0,2,100.0,1,223
791,Domingos Duarte,pt POR,DF,Getafe,es La Liga,29.0,1995.0,22,21,1859,1,0,1,2,3,33.3,2,878
792,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,35.0,1989.0,10,10,900,0,0,0,0,0,29.907323340471095,0,350
793,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,30.0,1994.0,32,30,2418,8,8,16,0,26,38.6,61,1105
794,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,29.0,1994.0,28,27,2395,1,3,4,1,23,20.0,32,1467
795,Duk,cv CPV,"MF,FW",Leganés,es La Liga,24.0,2000.0,10,1,179,0,0,0,0,10,50.0,5,95
796,Denzel Dumfries,nl NED,"DF,FW",Inter,it Serie A,28.0,1996.0,28,19,1865,7,2,9,0,55,52.8,21,1047
797,Alfred Duncan,gh GHA,MF,Venezia,it Serie A,31.0,1993.0,16,12,957,0,0,0,0,11,26.7,11,587
798,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,32.0,1991.0,25,23,2083,0,0,0,0,20,25.0,6,2127
799,Jáder Durán,co COL,FW,Aston Villa,eng Premier League,20.0,2003.0,20,4,638,7,0,7,1,7,48.4,4,263
800,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,23.0,2001.0,27,15,1394,4,4,8,0,24,34.6,17,584
801,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,18.0,2006.0,12,2,283,0,0,0,0,16,40.0,1,135
802,Hugo Duro,es ESP,FW,Valencia,es La Liga,24.0,1999.0,31,25,2166,11,2,13,0,13,33.3,14,634
803,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,27.0,1997.0,9,7,537,0,0,0,0,6,0.0,1,378
804,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,30.0,1993.0,24,16,1417,6,3,9,0,41,31.9,40,909
805,Stefan Džodić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,19.0,2005.0,7,2,242,0,0,0,1,2,0.0,0,210
806,Adam Dźwigała,pl POL,"DF,MF",St. Pauli,de Bundesliga,28.0,1995.0,16,2,373,0,0,0,1,1,0.0,0,280
807,Aron Dønnum,no NOR,"DF,MF",Toulouse,fr Ligue 1,26.0,1998.0,32,31,2689,2,2,4,0,94,16.1,45,1542
808,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,25.0,1999.0,2,0,90,0,0,0,0,0,29.907323340471095,1,61
809,Tyronne Ebuehi,ng NGA,"DF,MF",Empoli,it Serie A,28.0,1995.0,4,0,74,0,0,0,0,3,29.907323340471095,0,59
810,Claudio Echeverri,ar ARG,FW,Manchester City,eng Premier League,18.0,2006.0,1,0,6,0,0,0,0,0,29.907323340471095,0,3
811,Ederson,br BRA,GK,Manchester City,eng Premier League,30.0,1993.0,26,26,2320,0,4,4,0,0,29.907323340471095,4,975
812,Éderson,br BRA,MF,Atalanta,it Serie A,25.0,1999.0,37,32,2881,4,1,5,1,40,30.8,37,2308
813,Noah Edjouma,fr FRA,"MF,FW",Toulouse,fr Ligue 1,18.0,2005.0,10,1,171,2,0,2,1,8,60.0,1,90
814,George Edmundson,eng ENG,DF,Ipswich Town,eng Premier League,26.0,1997.0,1,0,2,0,0,0,0,0,29.907323340471095,0,3
815,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,2,1,115,0,0,0,0,3,20.0,1,45
816,Odsonne Édouard,fr FRA,FW,Leicester City,eng Premier League,26.0,1998.0,4,0,29,0,0,0,0,0,29.907323340471095,1,20
817,Samuel Edozie,eng ENG,"DF,FW",Southampton,eng Premier League,21.0,2003.0,2,0,65,0,0,0,0,6,29.907323340471095,1,43
818,Ronnie Edwards,eng ENG,DF,Southampton,eng Premier League,21.0,2003.0,1,0,12,0,0,0,0,0,29.907323340471095,0,6
819,Johannes Eggestein,de GER,FW,St. Pauli,de Bundesliga,26.0,1998.0,27,22,1853,3,4,7,0,25,29.4,24,713
820,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,27.0,1996.0,33,33,2845,2,0,2,0,34,27.8,19,1757
821,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,29.0,1995.0,33,30,2498,0,1,1,0,54,28.6,22,1272
822,Chidera Ejuke,ng NGA,FW,Sevilla,es La Liga,26.0,1998.0,25,9,966,2,1,3,0,75,40.0,21,612
823,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17.0,2006.0,24,6,769,1,1,2,0,4,30.0,11,254
824,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22.0,2002.0,33,31,2563,15,8,23,0,93,38.6,44,1054
825,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24.0,2000.0,34,20,1892,3,2,5,0,34,33.3,15,868
826,Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20.0,2003.0,18,7,697,0,0,0,0,13,0.0,0,358
827,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22.0,2002.0,15,0,186,0,0,0,0,8,25.0,2,84
828,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30.0,1994.0,18,3,555,1,3,4,0,7,33.3,8,174
829,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22.0,2002.0,29,29,2575,1,0,1,0,20,24.0,16,1885
830,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22.0,2002.0,38,31,2501,6,11,17,0,102,54.5,50,1115
831,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26.0,1997.0,8,1,170,1,0,1,0,9,20.0,3,99
832,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22.0,2002.0,36,29,2470,2,2,4,0,33,19.0,20,938
833,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21.0,2003.0,18,2,371,1,2,3,0,10,23.5,10,339
834,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24.0,1999.0,13,12,1021,4,0,4,0,42,47.4,9,444
835,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24.0,1999.0,2,0,44,0,0,0,0,0,0.0,0,28
836,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30.0,1994.0,22,16,1457,0,0,0,1,17,0.0,4,1092
837,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27.0,1996.0,25,25,2135,1,1,2,0,20,25.0,5,1827
838,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32.0,1992.0,35,18,1607,1,1,2,0,47,32.4,20,847
839,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27.0,1997.0,29,19,1841,6,4,10,0,22,35.3,32,668
840,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21.0,2003.0,27,27,2293,14,3,17,0,37,57.4,18,577
841,Emerson,br BRA,DF,Milan,it Serie A,25.0,1999.0,17,16,1377,0,0,0,0,23,20.0,15,1102
842,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18.0,2006.0,10,0,42,0,0,0,0,1,0.0,0,53
843,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20.0,2004.0,13,12,869,2,3,5,0,23,34.4,13,406
844,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20.0,2004.0,12,2,294,0,0,0,0,11,55.0,5,202
845,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31.0,1993.0,20,1,273,0,0,0,0,1,29.907323340471095,2,237
846,Endrick,br BRA,FW,Real Madrid,es La Liga,18.0,2006.0,22,3,363,1,0,1,0,12,25.0,4,127
847,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23.0,2001.0,26,11,1164,1,1,2,0,18,25.0,12,836
848,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20.0,2003.0,1,1,79,0,0,0,0,1,33.3,0,32
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32.0,1992.0,23,11,1061,1,2,3,0,13,7.1,31,850
850,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26.0,1998.0,8,5,334,0,0,0,0,4,0.0,0,268
851,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29.0,1995.0,10,10,832,1,0,1,0,3,12.5,3,622
852,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32.0,1992.0,16,9,833,0,1,1,0,10,20.0,5,637
853,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22.0,2002.0,33,27,2331,8,0,8,0,31,32.2,36,1081
854,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19.0,2005.0,7,1,138,1,1,2,0,1,100.0,3,73
855,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26.0,1998.0,30,21,1636,7,2,9,2,33,29.5,11,564
856,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19.0,2005.0,27,25,1938,1,0,1,2,18,17.4,13,1228
857,Estanis,es ESP,FW,Bologna,it Serie A,20.0,2003.0,1,0,9,0,0,0,0,1,0.0,2,13
858,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28.0,1995.0,14,7,657,0,0,0,0,3,20.0,6,379
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26.0,1998.0,30,26,2402,1,1,2,0,59,32.1,26,1915
860,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21.0,2002.0,2,0,40,0,0,0,0,0,29.907323340471095,0,13
861,Karl Etta,cm CMR,"MF,FW",Villarreal,es La Liga,20.0,2003.0,4,0,37,1,0,1,0,0,100.0,0,9
862,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24.0,1999.0,31,28,2319,10,1,11,1,29,43.1,26,558
863,Jake Evans,es ESP,FW,Leicester City,eng Premier League,25.018973998594518,1998.6370344342938,4,0,24,0,0,0,0,0,29.907323340471095,0,5
864,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36.0,1988.0,7,3,315,0,0,0,0,3,50.0,0,250
865,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27.0,1996.0,19,12,1045,0,2,2,0,23,33.3,28,630
866,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26.0,1998.0,34,31,2588,8,8,16,0,69,27.0,58,1414
867,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22.0,2001.0,32,23,1984,2,2,4,0,117,41.0,27,1081
868,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21.0,2003.0,30,9,1023,3,1,4,0,14,23.8,9,328
869,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39.0,1985.0,14,13,1160,0,0,0,0,0,29.907323340471095,0,530
870,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22.0,2001.0,28,20,1644,1,3,4,1,74,32.1,23,844
871,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26.0,1998.0,34,30,2815,1,0,1,0,12,8.3,4,1906
872,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23.0,2001.0,15,10,962,1,2,3,0,15,40.0,23,713
873,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23.0,2001.0,17,5,571,0,0,0,0,19,8.3,4,470
874,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26.0,1998.0,20,10,899,3,2,5,0,24,50.0,10,479
875,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29.0,1995.0,38,38,3420,0,0,0,0,0,29.907323340471095,0,1321
876,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32.0,1991.0,8,3,260,0,0,0,0,2,0.0,2,136
877,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20.0,2004.0,11,6,579,0,2,2,0,42,38.5,6,326
878,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21.0,2002.0,6,3,233,0,0,0,0,7,41.7,4,170
879,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20.0,2004.0,20,10,1028,0,0,0,0,25,17.6,7,663
880,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21.0,2003.0,20,16,1383,4,1,5,1,34,33.3,12,639
881,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31.0,1993.0,2,2,180,0,1,1,0,9,14.3,6,108
882,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23.0,2001.0,20,9,925,0,3,3,0,39,60.0,10,422
883,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27.0,1997.0,4,2,122,0,0,0,0,0,29.907323340471095,0,86
884,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24.0,1999.0,12,3,369,1,1,2,0,21,25.0,6,272
885,João Félix,pt POR,MF,Milan,it Serie A,24.0,1999.0,15,8,760,2,0,2,0,20,27.6,10,408
886,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20.0,2004.0,2,1,121,0,0,0,0,0,29.907323340471095,0,70
887,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33.0,1991.0,28,27,2227,0,1,1,0,52,0.0,16,1710
888,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19.0,2004.0,8,1,156,0,0,0,0,1,20.0,2,66
889,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19.0,2004.0,13,2,246,1,0,1,0,2,28.6,3,88
890,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24.0,1999.0,16,10,983,1,1,2,0,20,20.0,14,748
891,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31.0,1993.0,24,8,849,2,0,2,0,16,41.7,17,550
892,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29.0,1994.0,36,35,3018,8,10,18,2,77,28.0,91,2649
893,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28.0,1996.0,19,12,1105,0,1,1,0,7,20.0,8,684
894,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20.0,2004.0,36,34,2909,2,4,6,0,76,33.3,34,1760
895,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33.0,1991.0,1,1,90,0,0,0,0,0,29.907323340471095,0,50
896,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26.0,1998.0,9,8,747,0,0,0,0,0,29.907323340471095,1,349
897,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23.0,2001.0,36,32,2947,6,7,13,0,60,37.7,77,2210
898,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21.0,2003.0,2,1,98,0,0,0,0,0,29.907323340471095,0,39
899,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22.0,2002.0,19,18,1497,6,0,6,0,7,42.9,8,436
900,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24.0,1999.0,18,1,309,2,0,2,0,2,100.0,1,133
901,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19.0,2005.0,22,12,1065,4,2,6,0,46,52.2,16,429
902,André Ferreira,pt POR,GK,Valladolid,es La Liga,28.0,1996.0,6,6,540,0,0,0,0,0,29.907323340471095,0,216
903,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32.0,1992.0,25,21,1773,0,2,2,1,19,21.4,13,1433
904,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21.0,2002.0,10,6,492,2,0,2,1,5,62.5,6,147
905,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26.0,1998.0,1,0,5,0,0,0,0,0,29.907323340471095,0,4
906,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23.0,2000.0,32,29,2297,1,0,1,0,51,16.7,12,1529
907,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31.0,1993.0,37,37,3275,0,2,2,0,0,29.907323340471095,3,1824
908,Alessandro Florenzi,it ITA,FW,Milan,it Serie A,33.0,1991.0,1,0,5,0,0,0,0,0,29.907323340471095,0,4
909,Mateo Flores,es ESP,MF,Betis,es La Liga,20.0,2004.0,6,1,153,0,0,0,0,0,29.907323340471095,0,84
910,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24.0,2000.0,28,20,1777,7,2,9,0,50,29.6,43,1139
911,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19.0,2005.0,29,16,1589,5,4,9,0,112,48.4,25,828
912,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,18.0,2006.0,2,0,25,0,0,0,0,0,29.907323340471095,0,14
913,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29.0,1995.0,16,9,844,1,1,2,0,32,25.0,13,640
914,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23.0,2000.0,14,14,1172,0,0,0,0,19,0.0,6,933
915,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23.0,2000.0,33,33,2970,0,0,0,0,0,29.907323340471095,1,1110
916,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25.0,1999.0,35,29,2504,1,6,7,0,44,13.9,23,1655
917,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28.0,1996.0,27,22,1832,0,1,1,0,36,12.5,14,1112
918,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26.0,1998.0,14,6,650,0,0,0,0,13,33.3,3,342
919,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26.0,1998.0,6,0,35,0,0,0,0,0,0.0,0,26
920,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26.0,1998.0,7,3,217,0,0,0,0,5,0.0,1,183
921,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20.0,2004.0,10,1,239,0,0,0,0,10,0.0,1,121
922,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28.0,1996.0,26,22,1827,2,0,2,0,32,17.4,36,1272
