Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,G+A,CrdR,PrgC,SoT%,KP,Touches
2137,Marin Pongračić,hr CRO,DF,Fiorentina,it Serie A,26.0,1997.0,19,14,1292,0,0,0,1,7,50.0,5,922
2138,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,32.0,1992.0,28,28,2520,0,0,0,0,0,29.907323340471095,1,872
2139,Finn Porath,de GER,"DF,MF",Holstein Kiel,de Bundesliga,27.0,1997.0,31,20,1970,2,3,5,0,42,41.4,22,999
2140,Pedro Porro,es ESP,DF,Tottenham,eng Premier League,24.0,1999.0,33,28,2610,2,6,8,0,65,20.5,57,2237
2141,Portu,es ESP,"FW,MF",Girona,es La Liga,32.0,1992.0,27,6,779,1,2,3,0,20,37.5,14,301
2142,Stefan Posch,at AUT,DF,Bologna,it Serie A,27.0,1997.0,14,7,714,0,0,0,0,11,0.0,10,602
2143,Stefan Posch,at AUT,DF,Atalanta,it Serie A,27.0,1997.0,5,4,387,0,0,0,0,5,66.7,0,299
2144,Tom Pouilly,fr FRA,"DF,MF",Lens,fr Ligue 1,21.0,2003.0,10,2,273,0,0,0,0,12,40.0,3,257
2145,Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,de Bundesliga,30.0,1994.0,22,2,378,2,0,2,0,2,53.3,7,221
2146,Beñat Prados,es ESP,MF,Athletic Club,es La Liga,23.0,2001.0,30,21,1715,1,0,1,0,20,31.3,11,991
2147,Alexander Prass,at AUT,DF,Hoffenheim,de Bundesliga,23.0,2001.0,23,19,1566,0,1,1,0,28,8.3,18,1199
2148,Matteo Prati,it ITA,MF,Cagliari,it Serie A,20.0,2003.0,12,8,570,0,0,0,0,2,0.0,6,313
2149,Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,31.0,1992.0,24,3,456,2,0,2,0,0,30.8,3,146
2150,David Preu,de GER,"MF,DF",Union Berlin,de Bundesliga,19.0,2004.0,5,1,121,0,0,0,0,1,0.0,0,63
2151,Grischa Prömel,de GER,MF,Hoffenheim,de Bundesliga,29.0,1995.0,2,2,174,0,0,0,0,2,29.907323340471095,0,106
2152,Ivan Provedel,it ITA,GK,Lazio,it Serie A,30.0,1994.0,29,29,2610,0,0,0,0,0,29.907323340471095,3,1167
2153,Ivan Prtajin,hr CRO,FW,Union Berlin,de Bundesliga,28.0,1996.0,5,2,161,0,0,0,0,1,25.0,1,78
2154,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,26.0,1998.0,35,35,2974,12,4,16,0,73,28.8,22,985
2155,Tymoteusz Puchacz,pl POL,DF,Holstein Kiel,de Bundesliga,25.0,1999.0,10,5,396,0,1,1,0,13,25.0,8,247
2156,Diego Pugno,it ITA,FW,Juventus,it Serie A,18.0,2006.0,1,0,7,0,0,0,0,0,29.907323340471095,1,4
2157,Christian Pulisic,us USA,"FW,MF",Milan,it Serie A,25.0,1998.0,34,29,2478,11,9,20,0,121,37.7,69,1367
2158,Jarell Quansah,eng ENG,DF,Liverpool,eng Premier League,21.0,2003.0,13,4,495,0,0,0,0,3,0.0,2,464
2159,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,20.0,2003.0,27,17,1747,2,2,4,0,3,25.0,10,1066
2160,Dani Raba,es ESP,"FW,MF",Leganés,es La Liga,28.0,1995.0,29,24,1879,8,6,14,0,42,30.8,47,930
2161,Adrien Rabiot,fr FRA,MF,Marseille,fr Ligue 1,29.0,1995.0,29,27,2485,9,4,13,0,79,45.8,28,1822
2162,Ionuț Radu,ro ROU,GK,Venezia,it Serie A,27.0,1997.0,15,15,1350,0,0,0,0,0,29.907323340471095,0,587
2163,Hamza Rafia,tn TUN,MF,Lecce,it Serie A,25.0,1999.0,18,14,1058,0,0,0,0,13,20.0,16,651
2164,Hákon Rafn Valdimarsson,is ISL,GK,Brentford,eng Premier League,22.0,2001.0,2,1,145,0,0,0,0,0,29.907323340471095,0,72
2165,Arnau Rafús,es ESP,GK,Valladolid,es La Liga,21.0,2003.0,1,1,90,0,0,0,0,0,29.907323340471095,0,43
2166,Antonio Raillo,es ESP,DF,Mallorca,es La Liga,32.0,1991.0,36,36,3207,2,0,2,1,31,22.9,13,2185
2167,Antonio Raimondo,it ITA,"FW,DF",Venezia,it Serie A,20.0,2004.0,9,0,94,0,0,0,0,2,100.0,1,34
2168,Ylber Ramadani,al ALB,MF,Lecce,it Serie A,28.0,1996.0,29,21,1807,1,1,2,0,9,35.3,16,1038
2169,Benito Ramírez,es ESP,"DF,FW",Las Palmas,es La Liga,29.0,1995.0,19,2,478,0,0,0,1,14,10.0,13,406
2170,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,es La Liga,29.0,1995.0,31,25,2034,9,3,12,0,52,39.2,28,930
2171,Jacobo Ramón,es ESP,DF,Real Madrid,es La Liga,19.0,2005.0,3,2,204,1,0,1,0,0,50.0,1,117
2172,Gonçalo Ramos,pt POR,FW,Paris S-G,fr Ligue 1,23.0,2001.0,22,12,1066,10,3,13,0,11,55.8,15,353
2173,Aaron Ramsdale,eng ENG,GK,Southampton,eng Premier League,26.0,1998.0,30,30,2700,0,0,0,0,0,29.907323340471095,0,1314
2174,Jacob Ramsey,eng ENG,"FW,MF",Aston Villa,eng Premier League,23.0,2001.0,29,19,1623,1,3,4,1,61,21.1,21,762
2175,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,25.0,1999.0,35,34,2981,0,3,3,0,25,40.0,16,2124
2176,Grant Ranos,am ARM,FW,Gladbach,de Bundesliga,21.0,2003.0,2,0,20,0,0,0,0,1,29.907323340471095,0,17
2177,Lilian Raolisoa,fr FRA,"DF,FW",Angers,fr Ligue 1,24.0,2000.0,29,14,1318,0,3,3,2,33,7.1,14,751
2178,Raphinha,br BRA,"FW,MF",Barcelona,es La Liga,27.0,1996.0,36,32,2839,18,9,27,0,94,35.7,91,1863
2179,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,26.0,1997.0,15,12,978,4,1,5,0,20,56.3,15,440
2180,Marcus Rashford,eng ENG,FW,Aston Villa,eng Premier League,26.0,1997.0,10,4,444,2,2,4,0,22,27.8,13,227
2181,Giacomo Raspadori,it ITA,"FW,MF",Napoli,it Serie A,24.0,2000.0,26,11,1103,6,1,7,0,18,33.3,28,549
2182,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,es La Liga,26.0,1998.0,35,34,3065,2,3,5,0,122,22.6,36,2193
2183,Raúl,es ESP,"FW,MF",Osasuna,es La Liga,23.0,2000.0,32,5,750,4,0,4,0,10,48.0,3,266
2184,David Raum,de GER,DF,RB Leipzig,de Bundesliga,26.0,1998.0,22,21,1783,1,5,6,0,36,44.4,48,1389
2185,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,24.0,1999.0,12,11,1056,0,0,0,0,0,29.907323340471095,1,488
2186,Rayan Raveloson,mg MAD,"MF,DF",Auxerre,fr Ligue 1,27.0,1997.0,13,7,724,1,0,1,0,5,31.3,3,401
2187,David Raya,es ESP,GK,Arsenal,eng Premier League,28.0,1995.0,38,38,3420,0,0,0,0,0,29.907323340471095,1,1480
2188,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,es La Liga,25.0,1998.0,8,4,385,0,0,0,0,16,16.7,6,173
2189,Ante Rebić,hr CRO,"FW,MF",Lecce,it Serie A,30.0,1993.0,27,7,788,1,0,1,2,17,38.5,18,429
2190,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,29.0,1995.0,12,0,108,0,0,0,0,1,66.7,1,78
2191,Remy Rees-Dottin,eng ENG,FW,Bournemouth,eng Premier League,18.0,2006.0,1,0,1,0,0,0,0,0,29.907323340471095,0,0
2192,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,27.0,1996.0,4,1,196,0,0,0,0,5,0.0,1,167
2193,Tijjani Reijnders,nl NED,MF,Milan,it Serie A,26.0,1998.0,37,36,3128,10,4,14,1,111,36.4,47,1863
2194,Pepe Reina,es ESP,GK,Como,it Serie A,41.0,1982.0,12,12,1034,0,0,0,1,0,29.907323340471095,0,381
2195,Vitor Reis,br BRA,DF,Manchester City,eng Premier League,18.0,2006.0,1,0,1,0,0,0,0,0,29.907323340471095,0,3
2196,Rocco Reitz,de GER,MF,Gladbach,de Bundesliga,22.0,2002.0,27,21,1830,2,1,3,0,18,30.4,16,1199
2197,Nicolai Remberg,de GER,MF,Holstein Kiel,de Bundesliga,24.0,2000.0,32,26,2417,0,1,1,0,25,8.3,9,1316
2198,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,29.0,1995.0,36,36,3240,0,0,0,0,0,29.907323340471095,1,1364
2199,Devyne Rensch,nl NED,DF,Roma,it Serie A,21.0,2003.0,14,5,469,0,1,1,0,2,66.7,2,319
2200,Daniel Requena,es ESP,MF,Villarreal,es La Liga,20.0,2004.0,1,0,10,0,0,0,0,0,29.907323340471095,0,5
2201,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,19.0,2005.0,29,29,2543,0,1,1,0,0,29.907323340471095,1,867
2202,Mateo Retegui,it ITA,FW,Atalanta,it Serie A,25.0,1999.0,36,32,2383,25,8,33,0,21,32.3,38,874
2203,Elvis Rexhbeçaj,xk KVX,MF,Augsburg,de Bundesliga,26.0,1997.0,27,22,1785,1,1,2,0,31,17.2,16,887
2204,Gio Reyna,us USA,MF,Dortmund,de Bundesliga,21.0,2002.0,16,3,350,2,0,2,0,5,66.7,2,262
2205,Chadi Riad,ma MAR,DF,Crystal Palace,eng Premier League,21.0,2003.0,1,1,90,0,0,0,0,2,29.907323340471095,0,90
2206,Alexsandro Ribeiro,br BRA,DF,Lille,fr Ligue 1,24.0,1999.0,30,30,2700,1,1,2,0,25,19.0,9,2712
2207,Samuele Ricci,it ITA,MF,Torino,it Serie A,22.0,2001.0,34,34,2825,1,1,2,1,43,31.8,15,1589
2208,Declan Rice,eng ENG,MF,Arsenal,eng Premier League,25.0,1999.0,35,33,2825,4,7,11,1,90,29.2,59,1948
2209,Chris Richards,us USA,DF,Crystal Palace,eng Premier League,24.0,2000.0,24,22,1922,1,0,1,1,6,50.0,2,1118
2210,Amir Richardson,ma MAR,MF,Fiorentina,it Serie A,22.0,2002.0,26,10,1024,1,1,2,0,19,45.5,8,748
2211,Richarlison,br BRA,FW,Tottenham,eng Premier League,27.0,1997.0,15,4,504,4,1,5,0,8,41.2,4,173
2212,Diego Rico,es ESP,DF,Getafe,es La Liga,31.0,1993.0,33,32,2819,0,3,3,1,27,18.8,36,1929
2213,Fabian Rieder,ch SUI,"MF,FW",Stuttgart,de Bundesliga,22.0,2002.0,21,8,867,1,3,4,0,20,35.0,12,492
2214,Lasse Rieß,de GER,GK,Mainz 05,de Bundesliga,23.0,2001.0,2,2,180,0,0,0,0,0,29.907323340471095,0,90
2215,Luis Rioja,es ESP,FW,Alavés,es La Liga,30.0,1993.0,1,0,23,0,0,0,0,4,29.907323340471095,1,15
2216,Luis Rioja,es ESP,"MF,FW",Valencia,es La Liga,30.0,1993.0,36,33,2831,5,3,8,0,93,42.9,35,1505
2217,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,es La Liga,24.0,2000.0,16,4,516,0,1,1,0,43,28.6,15,354
2218,Alberto Risco,es ESP,"MF,FW",Getafe,es La Liga,18.0,2005.0,5,0,69,0,0,0,0,3,25.0,4,57
2219,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,es La Liga,28.0,1995.0,10,6,429,0,1,1,0,8,0.0,4,302
2220,Lars Ritzka,de GER,"DF,MF",St. Pauli,de Bundesliga,26.0,1998.0,21,11,922,1,0,1,0,8,12.5,5,567
2221,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,es La Liga,19.0,2004.0,1,0,20,0,0,0,0,0,29.907323340471095,0,17
2222,Sergi Roberto,es ESP,MF,Como,it Serie A,32.0,1992.0,13,8,696,0,1,1,0,10,16.7,15,582
2223,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,30.0,1994.0,33,29,2482,0,1,1,1,64,13.3,40,2084
2224,Antonee Robinson,us USA,DF,Fulham,eng Premier League,26.0,1997.0,36,35,3167,0,10,10,0,118,12.5,43,2523
2225,Jay Robinson,eng ENG,"MF,FW",Southampton,eng Premier League,17.0,2007.0,4,1,137,0,0,0,0,3,100.0,3,54
2226,Marc Roca,es ESP,MF,Betis,es La Liga,27.0,1996.0,14,11,906,2,2,4,0,11,33.3,12,632
2227,Rodri,es ESP,MF,Manchester City,eng Premier League,28.0,1996.0,3,1,73,0,0,0,0,1,29.907323340471095,1,74
2228,Rodri,es ESP,FW,Betis,es La Liga,24.0,2000.0,3,1,118,0,0,0,0,4,100.0,2,86
2229,Adrian Rodriguez,es ESP,GK,Alavés,es La Liga,23.0,2000.0,2,1,122,0,0,0,0,0,29.907323340471095,0,58
2230,Alejandro Rodriguez,pt POR,MF,Lyon,fr Ligue 1,16.0,2008.0,1,0,20,0,0,0,0,0,29.907323340471095,0,8
2231,Álvaro Rodríguez,uy URU,FW,Getafe,es La Liga,20.0,2004.0,22,7,852,2,0,2,0,6,40.0,5,415
2232,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,26.0,1998.0,29,12,1330,1,4,5,1,24,18.2,19,749
2233,Arturo Rodríguez,es ESP,FW,Las Palmas,es La Liga,17.0,2006.0,1,0,21,0,0,0,0,1,29.907323340471095,0,11
2234,Damián Rodríguez,es ESP,MF,Celta Vigo,es La Liga,21.0,2003.0,17,10,927,0,0,0,0,8,0.0,17,876
2235,Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,36.0,1988.0,37,26,2162,4,7,11,0,37,32.3,33,971
2236,Daniel Rodriguez,es ESP,FW,Barcelona,es La Liga,18.0,2005.0,1,1,37,0,0,0,0,4,0.0,0,25
2237,Guido Rodríguez,ar ARG,MF,West Ham,eng Premier League,30.0,1994.0,23,16,1149,0,1,1,0,4,12.5,4,709
2238,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,es La Liga,33.0,1991.0,6,1,140,0,0,0,0,3,50.0,2,116
2239,Javi Rodríguez,es ESP,DF,Celta Vigo,es La Liga,21.0,2003.0,36,26,2514,3,2,5,0,29,41.7,13,1994
2240,Jesus Rodríguez,es ESP,FW,Betis,es La Liga,18.0,2005.0,21,15,1111,2,0,2,0,53,34.8,8,532
2241,Kirian Rodríguez,es ESP,MF,Las Palmas,es La Liga,28.0,1996.0,21,21,1758,0,3,3,0,25,38.1,16,1357
2242,Ricardo Rodríguez,ch SUI,DF,Betis,es La Liga,31.0,1992.0,18,15,1274,0,1,1,0,19,20.0,7,866
2243,Rodrygo,br BRA,"FW,MF",Real Madrid,es La Liga,23.0,2001.0,30,22,1928,6,5,11,0,113,37.0,49,1340
2244,Mads Roerslev,dk DEN,DF,Brentford,eng Premier League,25.0,1999.0,19,11,1101,0,2,2,0,17,40.0,14,645
2245,Mads Roerslev,dk DEN,DF,Wolfsburg,de Bundesliga,25.0,1999.0,7,2,298,0,0,0,0,7,29.907323340471095,1,215
2246,Morgan Rogers,eng ENG,"FW,MF",Aston Villa,eng Premier League,22.0,2002.0,37,37,3114,8,10,18,0,114,36.4,51,1362
2247,Merlin Röhl,de GER,"MF,FW",Freiburg,de Bundesliga,22.0,2002.0,19,11,965,0,1,1,0,20,25.0,9,403
2248,Alessio Romagnoli,it ITA,DF,Lazio,it Serie A,29.0,1995.0,32,31,2672,2,0,2,2,8,35.0,9,2042
2249,Leo Román,es ESP,GK,Mallorca,es La Liga,24.0,2000.0,7,7,630,0,0,0,0,0,29.907323340471095,0,279
2250,Carlos Romero,es ESP,DF,Espanyol,es La Liga,22.0,2001.0,34,28,2554,2,1,3,0,50,20.7,29,1366
2251,Cristian Romero,ar ARG,DF,Tottenham,eng Premier League,26.0,1998.0,18,18,1416,1,0,1,0,12,50.0,7,1377
2252,Isaac Romero,es ESP,FW,Sevilla,es La Liga,24.0,2000.0,31,26,2156,4,2,6,1,21,32.1,20,751
2253,Luka Romero,ar ARG,"FW,MF",Alavés,es La Liga,19.0,2004.0,6,2,199,0,0,0,0,3,0.0,4,69
2254,Oriol Romeu,es ESP,MF,Girona,es La Liga,32.0,1991.0,25,17,1356,0,0,0,0,22,20.0,8,1032
2255,Valentin Rongier,fr FRA,"MF,DF",Marseille,fr Ligue 1,29.0,1994.0,25,17,1562,3,1,4,0,25,50.0,11,1602
2256,Marten de Roon,nl NED,"MF,DF",Atalanta,it Serie A,33.0,1991.0,36,34,3058,4,4,8,0,37,28.6,25,2538
2257,Vitor Roque,br BRA,FW,Betis,es La Liga,19.0,2005.0,22,14,1235,4,0,4,0,24,43.9,12,365
2258,Pablo Rosario,do DOM,"MF,DF",Nice,fr Ligue 1,27.0,1997.0,29,21,1775,3,1,4,1,17,43.8,16,950
2259,Lasse Rosenboom,de GER,DF,Holstein Kiel,de Bundesliga,22.0,2002.0,26,21,1734,2,2,4,0,19,41.7,14,780
2260,Max Rosenfelder,de GER,DF,Freiburg,de Bundesliga,21.0,2003.0,25,13,1249,1,0,1,0,24,20.0,5,826
2261,Valentin Rosier,fr FRA,DF,Leganés,es La Liga,27.0,1996.0,32,28,2595,1,2,3,0,41,28.6,11,1615
2262,Tom Rothe,de GER,"DF,MF",Union Berlin,de Bundesliga,19.0,2004.0,26,19,1670,3,3,6,1,25,39.1,12,1074
2263,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,23.0,2001.0,11,11,972,0,0,0,0,3,42.9,1,786
2264,Anthony Rouault,fr FRA,DF,Stuttgart,de Bundesliga,23.0,2001.0,18,14,1212,1,0,1,0,6,20.0,6,1014
2265,Jonas Rouhi,se SWE,DF,Juventus,it Serie A,20.0,2004.0,5,1,210,0,0,0,0,1,29.907323340471095,0,192
2266,Jérôme Roussillon,fr FRA,"DF,MF",Union Berlin,de Bundesliga,31.0,1993.0,7,1,136,0,0,0,0,2,0.0,0,96
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22.0,2001.0,33,31,2718,0,3,3,0,45,28.6,31,2354
2268,Jon Rowe,eng ENG,"FW,MF",Marseille,fr Ligue 1,21.0,2003.0,28,6,807,3,3,6,0,30,41.7,18,438
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30.0,1994.0,38,38,3406,1,3,4,0,30,10.7,11,3152
2270,Tommaso Rubino,it ITA,MF,Fiorentina,it Serie A,17.0,2006.0,1,0,8,0,0,0,0,0,29.907323340471095,1,3
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31.0,1993.0,29,26,2291,0,0,0,0,20,16.7,7,2069
2272,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,22.0,2002.0,30,19,1751,0,3,3,0,60,66.7,24,1479
2273,Aitor Ruibal,es ESP,"DF,FW",Betis,es La Liga,28.0,1996.0,29,13,1313,1,3,4,0,21,25.0,20,790
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24.0,2000.0,23,17,1346,4,0,4,0,21,33.3,8,391
2275,Ferrán Ruiz,es ESP,MF,Girona,es La Liga,21.0,2003.0,1,0,18,0,0,0,0,0,29.907323340471095,0,9
2276,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,28.0,1996.0,30,21,1923,4,5,9,0,47,27.9,36,1807
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32.0,1992.0,34,34,3060,0,0,0,0,0,29.907323340471095,2,1300
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22.0,2002.0,28,19,1656,5,3,8,0,42,24.0,19,641
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32.0,1992.0,14,14,1260,0,0,0,0,0,29.907323340471095,0,439
2280,Julian Ryerson,no NOR,DF,Dortmund,de Bundesliga,26.0,1997.0,29,27,2259,2,3,5,1,66,27.8,36,1684
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31.0,1992.0,28,28,2520,0,0,0,0,0,0.0,0,980
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31.0,1993.0,29,29,2609,0,0,0,0,0,29.907323340471095,3,985
2283,Elias Saad,tn TUN,"FW,MF",St. Pauli,de Bundesliga,24.0,1999.0,18,10,900,3,2,5,0,29,30.8,14,427
2284,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,31.0,1993.0,22,20,1581,0,1,1,0,25,0.0,11,1170
2285,Emmanuel Sabbi,us USA,"FW,MF",Le Havre,fr Ligue 1,26.0,1997.0,15,7,653,0,0,0,0,11,26.7,4,230
2286,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,31.0,1993.0,34,23,2058,0,2,2,0,36,16.7,18,1428
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30.0,1994.0,26,18,1616,1,0,1,0,24,38.1,12,1028
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29.0,1995.0,16,14,1233,0,1,1,0,21,29.907323340471095,7,734
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27.0,1997.0,16,9,825,5,0,5,0,9,35.0,6,301
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27.0,1997.0,7,2,227,0,0,0,0,5,0.0,1,85
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25.0,1999.0,22,17,1389,7,3,10,0,39,48.0,24,945
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25.0,1999.0,1,1,90,0,0,0,0,7,29.907323340471095,2,81
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27.0,1996.0,23,19,1690,1,0,1,1,5,37.5,2,1181
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25.0,1999.0,10,9,879,0,0,0,0,0,29.907323340471095,0,326
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,1999.0,27,24,2141,2,0,2,0,13,27.3,6,1224
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20.0,2004.0,3,3,140,0,0,0,0,0,0.0,0,46
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,2001.0,30,10,1293,3,3,6,0,69,34.8,29,804
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29.0,1995.0,24,11,905,3,0,3,0,16,41.2,9,325
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1998.0,16,11,1018,1,0,1,0,19,50.0,8,490
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22.0,2001.0,25,20,1729,6,10,16,0,96,33.3,58,979
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16.0,2008.0,1,0,1,0,0,0,0,0,29.907323340471095,0,0
2302,Marco Sala,it ITA,DF,Como,it Serie A,25.0,1999.0,8,3,261,0,0,0,0,10,29.907323340471095,1,173
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25.0,1999.0,2,0,72,0,0,0,0,5,29.907323340471095,1,52
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22.0,2001.0,12,4,358,1,1,2,0,15,30.8,6,186
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,1992.0,38,38,3371,29,18,47,0,154,41.3,88,1695
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22.0,2002.0,3,2,152,0,1,1,0,8,50.0,2,117
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24.0,2000.0,17,2,373,0,0,0,0,12,33.3,5,132
2308,Jan Salas,es ESP,"MF,FW",Mallorca,es La Liga,18.0,2005.0,4,0,43,0,0,0,0,1,0.0,0,32
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22.0,2002.0,31,25,2238,3,2,5,0,7,26.1,6,1710
2310,Manolis Saliakas,gr GRE,"MF,DF",St. Pauli,de Bundesliga,27.0,1996.0,30,26,2314,2,1,3,0,28,20.7,26,1560
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23.0,2001.0,35,35,3039,2,0,2,1,16,33.3,7,2824
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25.0,1999.0,15,11,1023,1,0,1,0,8,50.0,3,905
2313,Roland Sallai,hu HUN,"FW,MF",Freiburg,de Bundesliga,27.0,1997.0,2,0,46,0,0,0,0,4,33.3,1,25
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31.0,1992.0,13,9,797,0,0,0,0,7,40.0,2,462
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22.0,2002.0,31,7,1169,2,1,3,0,54,36.4,35,867
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28.0,1996.0,8,6,290,0,0,0,0,3,33.3,0,190
2317,Mama Samba Baldé,gw GNB,FW,Lyon,fr Ligue 1,28.0,1995.0,2,0,33,0,0,0,0,1,0.0,0,15
2318,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,28.0,1995.0,27,12,1149,2,3,5,0,35,27.6,16,434
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30.0,1994.0,17,17,1529,0,0,0,0,0,29.907323340471095,0,723
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30.0,1994.0,15,15,1350,0,0,0,0,0,29.907323340471095,0,549
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24.0,1999.0,22,16,1471,0,2,2,0,24,38.5,19,1018
2322,Junior Sambia,fr FRA,"DF,FW",Empoli,it Serie A,27.0,1996.0,17,2,387,0,0,0,0,5,10.0,6,244
2323,Chuky san jose,es ESP,MF,Valladolid,es La Liga,20.0,2004.0,18,9,728,2,0,2,0,6,43.8,8,232
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28.0,1996.0,26,16,1318,2,1,3,0,6,22.2,9,377
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24.0,2000.0,29,19,1620,15,1,16,0,52,36.2,21,767
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35.0,1988.0,13,6,437,0,0,0,0,2,0.0,3,211
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27.0,1997.0,33,12,1395,0,0,0,0,18,11.8,5,729
2328,Iván Sánchez,es ESP,"MF,FW",Valladolid,es La Liga,31.0,1992.0,32,11,1404,2,1,3,0,60,33.3,24,755
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27.0,1997.0,25,25,2026,2,0,2,0,4,45.5,6,1387
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20.0,2003.0,32,18,1722,4,4,8,1,44,46.2,24,884
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23.0,2000.0,33,30,2634,1,0,1,1,47,16.7,16,1477
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26.0,1997.0,32,32,2880,0,0,0,0,0,29.907323340471095,2,1323
2333,Jadon Sancho,eng ENG,FW,Chelsea,eng Premier League,24.0,2000.0,31,19,1764,3,4,7,0,102,33.3,38,975
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26.0,1998.0,27,16,1400,1,0,1,0,16,38.9,13,921
2335,James Sands,us USA,"MF,DF",St. Pauli,de Bundesliga,24.0,2000.0,7,5,453,0,0,0,0,0,0.0,1,259
2336,Leroy Sané,de GER,FW,Bayern Munich,de Bundesliga,28.0,1996.0,30,17,1637,11,5,16,0,75,43.3,36,1184
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22.0,2002.0,16,16,1244,3,0,3,1,11,57.1,3,949
